decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-05-27,2026-05-27,2376,技嘉,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,8926,台汽電,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,6579,研揚,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,8163,達方,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,4562,穎漢,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,6834,天二科技,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,6902,GOGOLOOK,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-27,2026-05-27,4571,鈞興-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
